id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
418104,Charming studio in old-Rosemont,2077991,Janique And Frederic,,Rosemont-La Petite-Patrie,45.54766,-73.57465,Entire home/apt,74,2,400,2019-12-23,4.25,1,173
418637,"1 BLOCK to subway, canal, and good eats!",60623,Robin,,Le Sud-Ouest,45.47864,-73.56951,Private room,48,3,270,2019-12-30,2.88,1,17
419737,Really cosy In earth of india area,2087476,Dominique,,Villeray-Saint-Michel-Parc-Extension,45.52977,-73.62739,Entire home/apt,90,3,2,2013-08-08,0.02,2,0
420393,Cozy bachelor 15 min from downtown,1609944,Yannick,,Mercier-Hochelaga-Maisonneuve,45.56027,-73.54018,Entire home/apt,56,2,670,2020-01-09,7.37,1,324
422843,Beau condo bien situé avec jardin,982601,Denise,,Ville-Marie,45.52197,-73.56244,Entire home/apt,125,6,118,2019-12-09,1.67,1,26
423064,Family apartment in Montreal,2103755,Abeille,,Villeray-Saint-Michel-Parc-Extension,45.54097,-73.62518,Entire home/apt,104,6,1,2013-08-12,0.01,1,0
423161,Furnished 5 &half flat to share,948660,Christine,,LaSalle,45.43562,-73.59742,Entire home/apt,14,1,0,,,1,0
426532,CHIC apt near metro: parking &patio,1016614,Home In Montreal,,Verdun,45.46842,-73.57123,Entire home/apt,60,90,11,2019-09-28,0.12,18,105
430292,Bellerive Montreal Apartment 3,860529,,,Mercier-Hochelaga-Maisonneuve,45.60416,-73.5122,Entire home/apt,115,1,4,2019-10-13,0.07,5,365
439833,Beau grand bachelor 2 chambres rénové à montreal,1327466,Marie Gyby,,Saint-Laurent,45.51729,-73.67211,Entire home/apt,74,3,80,2019-11-14,0.87,3,278
444386,BEAUTY LOFT PLATO NEW  FLAT TV  ,2207459,Julie Jeanne,,Le Plateau-Mont-Royal,45.5235,-73.57398,Entire home/apt,50,30,131,2019-11-30,1.43,1,191
444529,Montreal Fabulous Apt.,1750622,Sheila,,Ahuntsic-Cartierville,45.56081,-73.669,Entire home/apt,64,1,279,2019-12-30,3.02,2,48
446991,Fantastik place-3Bdrs-Garden/Métro,1562348,Virginie,,Villeray-Saint-Michel-Parc-Extension,45.55146,-73.59959,Entire home/apt,147,4,6,2019-08-08,0.08,3,43
451945,Plateau Mont-Royal two bedrooms,2245004,Stephanie,,Le Plateau-Mont-Royal,45.53486,-73.57132,Entire home/apt,104,7,9,2020-01-03,0.17,1,213
453397,Jolie Maison avec jardin,2251007,Chantal Et Olivier,,Ahuntsic-Cartierville,45.54947,-73.67185,Entire home/apt,194,5,17,2019-08-16,0.19,1,183
453936,"Luminous LOFT, Calm and Spacious",1904354,Serge,,Le Plateau-Mont-Royal,45.51782,-73.57912,Entire home/apt,101,3,256,2019-12-01,2.75,1,276
454593,Cuty Apartment MONTREAL-Le plateau,2258609,Eve,,Le Plateau-Mont-Royal,45.53207,-73.58116,Entire home/apt,50,3,0,,,1,0
455836,Clean & Cosy Little Italy Retreat!,2265941,B-C,,Rosemont-La Petite-Patrie,45.5336,-73.60806,Entire home/apt,90,15,235,2020-01-01,2.55,1,45
462340,GREAT studio appartment in MTL,197456,Karène,,Villeray-Saint-Michel-Parc-Extension,45.53667,-73.62035,Entire home/apt,93,1,9,2017-05-13,0.10,1,0
470114,"Comfortable private room, Montreal",2331294,Nathalie,,Rosemont-La Petite-Patrie,45.54261,-73.61121,Private room,59,2,112,2020-01-02,1.24,1,17
471529,Executive 1 BR In World Trade Center,318040,Seb,,Ville-Marie,45.50504,-73.56186,Entire home/apt,99,1,173,2020-01-01,2.04,53,363
475209,Nice loft old Mtl! Prix pour deux personnes 175$!,2355598,Carole,,Ville-Marie,45.50534,-73.55552,Private room,125,5,0,,,1,0
476730,Superb apartment with all comfort - 3 bedrooms,2363064,Eloy & Julie,,Rosemont-La Petite-Patrie,45.54457,-73.60889,Entire home/apt,131,3,47,2019-08-14,0.51,1,0
478690,Montreal - Berri-UQAM station,2371006,Dominic,,Ville-Marie,45.51654,-73.55272,Entire home/apt,74,2,13,2018-12-10,0.14,1,0
481023,Loft-like Apartment & Rooftop Views,1149654,Jessica,,Le Plateau-Mont-Royal,45.52439,-73.58858,Entire home/apt,252,3,15,2019-08-08,0.16,2,40
481372,"ROOM-cozy,older Little Italy apt sept-dec 735month",63321,Melanie,,Rosemont-La Petite-Patrie,45.53537,-73.61277,Private room,23,90,5,2019-06-30,0.06,2,130
485277,Gite du Dépanneur Café #2,2402131,Benoit,,Le Plateau-Mont-Royal,45.52446,-73.60429,Private room,70,1,169,2019-12-29,1.82,5,0
488053,Stunning 2-Floor Loft At The Gate Of Old Montreal,318040,Seb,,Ville-Marie,45.50532,-73.56508,Entire home/apt,131,1,242,2020-01-09,2.61,53,284
488079,Large 2 Floor Apartment Steps From Square Victoria,318040,Seb,,Ville-Marie,45.50468,-73.5609,Entire home/apt,110,1,206,2019-12-23,2.59,53,315
488221,Oasis next to Jean Talon market,1375370,Pierre Et Martyna,,Rosemont-La Petite-Patrie,45.53572,-73.61023,Entire home/apt,147,5,19,2019-08-22,0.21,1,12
492211,Upscale Old MTL Condo Perfect For Solo Travels,318040,Seb,,Ville-Marie,45.50625,-73.55661,Entire home/apt,80,1,207,2020-01-06,2.25,53,69
495117,L'ADRESSE BOTANIQUE STUDIO,2203058,Jean-Pierre,,Mercier-Hochelaga-Maisonneuve,45.55273,-73.55371,Entire home/apt,120,2,6,2019-09-12,0.11,4,231
497335,Montreal Fabulous Apt.  II,1750622,Sheila,,Ahuntsic-Cartierville,45.5577,-73.66468,Entire home/apt,65,1,165,2019-12-15,2.11,2,61
498830,Le  Plateau Mont -Royal,2462156,Annie,,Le Plateau-Mont-Royal,45.52217,-73.58575,Entire home/apt,85,3,258,2020-01-04,2.86,1,204
499726,Superb loft / perfect location,2466247,Richard,,Rosemont-La Petite-Patrie,45.53459,-73.60283,Entire home/apt,164,30,4,2013-08-06,0.05,1,239
500701,Amazing loft in Montreal downtown,2470535,Valerie,,Le Sud-Ouest,45.47998,-73.58127,Entire home/apt,355,2,227,2019-12-15,2.51,1,314
502302,Nice loft for a great getaway!,1352745,Geneviève,,Villeray-Saint-Michel-Parc-Extension,45.54071,-73.63795,Entire home/apt,80,3,6,2018-08-07,0.07,1,0
503886,Rare Op Mile-End Writers' Haven,1808640,Alisha,,Le Plateau-Mont-Royal,45.52012,-73.59252,Entire home/apt,110,2,60,2019-10-14,0.65,1,362
507462,Charming and central,2500757,Maude,,Le Plateau-Mont-Royal,45.53168,-73.57586,Entire home/apt,137,2,63,2018-10-09,0.69,1,362
511509,Prime Location in Old Montreal - 2 floors,2519666,Andrew,,Ville-Marie,45.50929,-73.55117,Entire home/apt,90,2,153,2020-01-04,1.66,1,332
513546,High end loft downtown/old Montreal,2529811,Kim And Sam,,Ville-Marie,45.50357,-73.56394,Entire home/apt,175,12,354,2019-12-22,3.83,2,16
516497,Nice 3 1/2 apt in Montreal!,2542820,Geneviève,,Rosemont-La Petite-Patrie,45.54677,-73.57953,Entire home/apt,44,2,11,2019-08-06,0.14,1,0
517691,"Artsy Apartment, heart of downtown (+free parking)",1799333,Tia,,Le Sud-Ouest,45.48483,-73.57983,Private room,87,2,12,2019-10-14,0.18,5,318
518801,Lovely Sunny Loft,1276485,Maxim,,Mercier-Hochelaga-Maisonneuve,45.55896,-73.53796,Entire home/apt,80,4,36,2018-01-04,0.39,1,0
519108,Quartier Villeray Montréal,2553387,Andréanne,,Villeray-Saint-Michel-Parc-Extension,45.53685,-73.62211,Entire home/apt,74,30,25,2019-12-20,0.27,1,178
519733,Water view loft in Old Montreal,2555851,Monica,,Ville-Marie,45.50901,-73.55307,Entire home/apt,157,2,26,2018-03-11,0.29,1,0
519896,Chambre au coeur de Montréal !!,2558754,Annie,,Rosemont-La Petite-Patrie,45.53004,-73.60622,Private room,44,1,56,2019-10-05,0.62,2,349
520548,Beautiful Mile End apt sleeps 6 +!,272525,Melora,,Le Plateau-Mont-Royal,45.52728,-73.60518,Entire home/apt,150,2,46,2018-07-25,0.50,1,0
521395,Montreal Village Downtown Quebec,2520266,Frederic,,Ville-Marie,45.51887,-73.55734,Entire home/apt,3263,2,13,2017-10-02,0.14,2,365
522094,Great cozy condo by Little italy!,2349836,Amelie,,Rosemont-La Petite-Patrie,45.54245,-73.60346,Entire home/apt,149,3,46,2019-11-10,0.50,1,163
525400,festivals de Montréal,2582730,Pauline,,Le Plateau-Mont-Royal,45.51491,-73.57354,Entire home/apt,101,3,2,2014-08-08,0.03,1,0
526401,Spacious bright loft in the Plateau,915999,Tammy,,Le Plateau-Mont-Royal,45.51572,-73.57506,Entire home/apt,140,180,93,2019-08-17,1.15,1,365
527449,"Cosy and private place, Mile End",2591217,Philippe & Lorraine,,Le Plateau-Mont-Royal,45.52777,-73.59488,Entire home/apt,50,35,27,2019-10-07,0.38,1,181
531478,Contemporary / Mad Men Style house,2611478,Raymond,,Rosemont-La Petite-Patrie,45.55744,-73.56922,Entire home/apt,325,3,87,2019-12-30,1.10,1,272
532848,Cozy room 7min from downtown Mtl,800590,Masha,,Verdun,45.46272,-73.54343,Private room,60,4,0,,,1,0
539140,Belle maison familiale au cœur de Villeray,2648876,Geneviève Et Yanick,,Villeray-Saint-Michel-Parc-Extension,45.54,-73.6202,Entire home/apt,120,1,7,2019-08-12,0.08,1,161
542160,Charming condo Plateau Mont-Royal,2666170,Alex,,Le Plateau-Mont-Royal,45.53496,-73.58305,Entire home/apt,97,2,178,2019-12-30,2.58,3,0
543560,Quiet Condo 1 step From Notre-Dame Basilica (♥),318040,Seb,,Ville-Marie,45.50326,-73.55933,Entire home/apt,99,1,231,2020-01-06,3.34,53,331
543718,Mike's 1 Bedroom Condo,318040,Seb,,Ville-Marie,45.50528,-73.56334,Entire home/apt,99,1,167,2019-09-05,1.89,53,324
543823,Nice large bedroom in Outremont,2673521,Rémi,,Outremont,45.52014,-73.61295,Private room,104,3,11,2016-06-02,0.12,2,196
553723,Les appartements de la Belle Rive 1,860529,,,Mercier-Hochelaga-Maisonneuve,45.60599,-73.51176,Entire home/apt,115,1,3,2019-08-06,0.05,5,365
556742,"5-1/2 Plateau Mont Royal,2 bedrooms",2737452,Carole,,Le Plateau-Mont-Royal,45.53218,-73.56917,Entire home/apt,87,30,113,2019-10-21,1.25,2,294
558100,"Spacious Master bedroom, downtown (+free parking!)",1799333,Tia,,Le Sud-Ouest,45.479,-73.5838,Private room,85,2,21,2019-10-30,0.24,5,54
559059,An Oasis in the Mile End,2484196,Katherine,,Le Plateau-Mont-Royal,45.52397,-73.59867,Entire home/apt,251,3,23,2019-08-05,0.92,2,40
560009,Your Beautiful Quaint Home -PLATEAU,2751061,Elise,,Le Plateau-Mont-Royal,45.52428,-73.5877,Entire home/apt,90,2,14,2017-04-16,0.15,1,0
561245,Apartment in Montreal: downtown,121217,Sacha,,Ville-Marie,45.52168,-73.5583,Private room,50,3,0,,,1,0
563960,"Quiet, friendly, woodstove, Air C",710825,Helga,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46929,-73.61225,Entire home/apt,69,30,17,2019-09-26,0.92,1,149
564098,Bright loft on the Plateau +terrace,2542265,Marilou,,Le Plateau-Mont-Royal,45.5377,-73.5709,Entire home/apt,69,30,7,2019-09-08,0.08,1,197
564411,Charming 1 (or 2) bedroom - Relax!,2775408,Franck,,Rosemont-La Petite-Patrie,45.53148,-73.60361,Entire home/apt,120,1,3,2014-01-04,0.03,1,0
565545,CASA - BLANCA : PEACE & QUIET,2124794,Aniss,,Mercier-Hochelaga-Maisonneuve,45.54835,-73.54296,Entire home/apt,55,31,37,2018-09-20,0.41,1,358
572423,Beautiful sunny bedroom and study,2486546,Bruno,,Rosemont-La Petite-Patrie,45.54063,-73.59132,Private room,50,3,50,2019-09-18,0.55,1,2
572829,Charmant studio situé sur la rue St,2818326,Francois,,Le Plateau-Mont-Royal,45.52554,-73.58025,Entire home/apt,110,3,131,2019-12-29,1.65,1,72
573822,"Beautiful, very convenient Plateau apt available",2810948,Matt,,Le Plateau-Mont-Royal,45.52332,-73.57958,Entire home/apt,85,5,7,2018-09-02,0.08,1,0
573924,CHIC apt near metro & AtwaterMarket,1016614,Home In Montreal,,Verdun,45.46865,-73.57016,Entire home/apt,69,90,9,2019-09-01,0.10,18,226
574923,Charming Two-Floor Loft In The Latin Quarter,318040,Seb,,Ville-Marie,45.5053,-73.56185,Entire home/apt,120,1,164,2019-11-24,1.91,53,138
575034,Superb 2-Floor Condo In The Financial District,318040,Seb,,Ville-Marie,45.5033,-73.56374,Entire home/apt,98,1,209,2020-01-05,2.38,53,324
578282,Fantastic Montreal apartment for 6!,2844613,Michelle,,Outremont,45.52322,-73.60974,Entire home/apt,90,3,4,2013-07-29,0.04,1,0
579342,Spacious apartment. European charm,2673521,Rémi,,Outremont,45.51506,-73.60783,Entire home/apt,131,5,66,2018-08-25,0.73,2,55
581089,Plateau Gem in Front of Mount Royal,2706457,Jt & MC,,Le Plateau-Mont-Royal,45.51619,-73.58349,Entire home/apt,90,2,28,2019-02-03,0.31,1,0
583029,#1 Room in ancestral house near waterfront,2872156,Eve Caroline,,Lachine,45.43456,-73.68417,Private room,50,1,50,2019-11-13,0.55,1,90
583162,BnB Dépanneur Café,2402131,Benoit,,Le Plateau-Mont-Royal,45.52568,-73.6053,Private room,72,1,205,2019-10-12,2.27,5,255
585386,Huge bedroom in Victorian building,2885747,Eric,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47363,-73.62584,Private room,30,3,10,2016-09-29,0.11,1,0
587477,Magnificent apartment in Villeray,2893010,Rukmini Et Luc,,Villeray-Saint-Michel-Parc-Extension,45.54536,-73.62406,Entire home/apt,101,2,12,2016-08-01,0.13,1,0
589770,Montreal at the heart of City-Marie,2909959,Christophe,,Ville-Marie,45.51663,-73.55564,Entire home/apt,129,2,55,2020-01-06,0.61,2,343
591152,House at 8 minutes of downtown montreal,355677,Philippe,,Le Sud-Ouest,45.47565,-73.56604,Entire home/apt,91,1,1,2016-07-25,0.02,2,0
592577,"Grande Terrace Plateau, 3 bedrooms, all inclusive",1300334,Dan,,Le Plateau-Mont-Royal,45.53228,-73.57591,Entire home/apt,102,90,15,2019-12-22,0.19,5,257
597257,Montréal Magnifique!,2953197,Nathalie,,Rosemont-La Petite-Patrie,45.53858,-73.58608,Private room,44,4,1,2015-08-16,0.02,1,0
598266,NICE & COZY 4-BROOMS Little-Italy STUDENTS WELCOME,2713204,Jean-Philippe,,Rosemont-La Petite-Patrie,45.53509,-73.60668,Entire home/apt,150,30,48,2018-08-09,0.53,3,0
598277,Little Italy/Mile-Ex HUGE ART LOFT,2958195,Laef,,Rosemont-La Petite-Patrie,45.53239,-73.61884,Entire home/apt,133,1,120,2020-01-02,1.32,1,176
598378,"Townhouse to rent for families, etc",2510273,Jane,,Le Sud-Ouest,45.48464,-73.57599,Entire home/apt,125,21,16,2019-08-08,0.18,1,173
599583,Quiet & friendly place in Montreal,2946696,Julie,,Rosemont-La Petite-Patrie,45.57088,-73.57524,Private room,40,1,50,2019-10-27,0.56,1,347
600526,DREAMY LOFT SUPER CENTRAL OLD MONTREAL,11755712,M&C,,Ville-Marie,45.50597,-73.55166,Entire home/apt,371,2,149,2019-12-06,1.65,11,348
604018,Montreal split level large  house,2874106,Emile,,Côte-Saint-Luc,45.45761,-73.6689,Private room,170,4,0,,,1,365
609711,Le Laurier Cottage: 2 Story House with Backyard + Breakfast on Demand,1016614,Home In Montreal,,Le Plateau-Mont-Royal,45.53508,-73.5856,Entire home/apt,115,1,156,2020-01-05,1.73,18,321
616408,Unique & huge 3 bdr ap on top floor,3055081,Nath,,Le Plateau-Mont-Royal,45.52705,-73.58619,Entire home/apt,295,30,19,2018-12-08,0.21,1,362
616760,lovely apt. at Parc Laurier,3055612,Lise,,Le Plateau-Mont-Royal,45.53173,-73.58656,Entire home/apt,85,2,49,2019-12-01,0.55,1,0
618513,HOTSPOT Plateau Mont-Royal,2558551,Catherine D'Avril,,Le Plateau-Mont-Royal,45.53438,-73.58386,Entire home/apt,95,4,37,2019-12-28,0.41,1,0
619850,Apartment on the Plateau,3071673,Carole,,Le Plateau-Mont-Royal,45.5318,-73.57788,Entire home/apt,70,3,96,2019-11-28,1.06,3,17
624078,Amazing 1 Bdrm downtown with garden,3095959,Olivier,,Le Plateau-Mont-Royal,45.50824,-73.57602,Entire home/apt,60,30,3,2014-10-30,0.04,1,211
624116,"Great location, terrace and garage!",3096215,Pascale,,Le Plateau-Mont-Royal,45.51976,-73.57393,Entire home/apt,138,5,22,2017-01-02,0.24,1,0
625554,Apartment close Montreal downtown,3103867,Christopher,,Ville-Marie,45.52418,-73.55258,Entire home/apt,60,2,17,2017-06-18,0.22,1,0
626273,Charming & cosy little apartment,3108734,Virginie,,Villeray-Saint-Michel-Parc-Extension,45.54589,-73.63297,Entire home/apt,101,3,0,,,2,0
635179,Backyard house short or long term,3154502,Liette-Kyny,,Le Sud-Ouest,45.47818,-73.57265,Entire home/apt,101,31,7,2017-11-06,0.13,2,198
635761,Cozy and spacious 2 bedroom flat in Mile End!,365393,Sheenah,,Le Plateau-Mont-Royal,45.52118,-73.59065,Entire home/apt,80,6,65,2020-01-02,0.72,2,5
637381,Great 3 1/2 in Rosemont / Plateau,3150311,Fabienne,,Rosemont-La Petite-Patrie,45.53879,-73.58755,Entire home/apt,65,2,11,2015-10-13,0.12,1,0
637500,Country feeling in front of Park,3179957,Julie,,Le Plateau-Mont-Royal,45.53029,-73.587,Entire home/apt,161,5,4,2014-08-18,0.06,1,0
637533,Charming Downtown Montreal,2909959,Christophe,,Ville-Marie,45.51876,-73.55537,Entire home/apt,158,2,59,2020-01-06,0.72,2,326
640870,Beautiful 1BR Apt Across From Park (Plateau),3200349,Heather,,Le Plateau-Mont-Royal,45.52427,-73.57225,Entire home/apt,99,1,89,2019-12-01,0.99,1,241
642137,"Plateau, 2 BDR, Parking",3208668,Claude,,Le Plateau-Mont-Royal,45.52355,-73.57774,Entire home/apt,132,3,201,2020-01-05,2.69,1,206
644898,Eco studio/loft in Mile-End/Plateau,756145,Emmanuel,,Le Plateau-Mont-Royal,45.51889,-73.59076,Entire home/apt,120,1,490,2020-01-12,5.47,2,241
646363,City apartment fully equipped,3239159,Sandy,,Rosemont-La Petite-Patrie,45.57459,-73.57226,Entire home/apt,90,31,22,2019-11-12,0.25,2,226
648178,Montreal Small room Downtown close to airport,2319,Gail,,Le Sud-Ouest,45.48534,-73.58065,Private room,30,1,99,2019-09-26,1.10,5,347
649248,"Great room, great location, full of art!",3257365,Teoma,,Le Plateau-Mont-Royal,45.5206,-73.59127,Private room,30,7,2,2017-03-31,0.04,2,14
649298,"Cozy condo suite, downtown Montreal",3256794,Laura,,Le Sud-Ouest,45.49116,-73.57463,Entire home/apt,95,31,39,2019-12-21,0.43,1,95
650477,Bright appartment on the Plateau/petit laurier.,3266921,Shannon,,Le Plateau-Mont-Royal,45.53429,-73.58307,Entire home/apt,101,2,2,2019-07-07,0.31,1,0
650486,Bel appart spacieux face au parc plateau MontRoyal,3252552,Marko,,Le Plateau-Mont-Royal,45.51841,-73.56953,Entire home/apt,61,30,51,2019-10-30,2.47,2,89
654475,Fully Furnished 2brm apt St-Laurent north Fleury,1803138,MFS - Maria,,Ahuntsic-Cartierville,45.54847,-73.66691,Entire home/apt,104,32,8,2019-06-15,0.15,6,0
654723,AMAZING apartment Plateau MontRoyal,3235547,Mathilde,,Le Plateau-Mont-Royal,45.53153,-73.56904,Entire home/apt,196,7,3,2019-08-31,0.04,1,317
655404,Spacious loft in NDG neighborhood,3299104,Franca,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47265,-73.60702,Entire home/apt,65,120,10,2018-05-27,0.11,30,197
656387,Sweet Charming Flat in Little Italy,3289270,Angela,,Rosemont-La Petite-Patrie,45.53255,-73.60396,Entire home/apt,95,2,28,2016-10-10,0.31,1,0
662501,Luxurious Plateau Apartment,3345978,Mathieu,,Le Plateau-Mont-Royal,45.52361,-73.59727,Entire home/apt,115,31,20,2019-11-22,0.23,5,287
665574,Near Downtown. Next door subway,3239321,,,Verdun,45.45756,-73.57117,Entire home/apt,90,4,2,2015-07-01,0.02,1,365
667869,Executive Home away from Home ,3368366,Jacqueline,,Dorval,45.43967,-73.73392,Entire home/apt,99,1,80,2019-12-15,0.89,1,318
669043,grande maison dans la Petite Italie,3387016,André-Line,,Rosemont-La Petite-Patrie,45.53534,-73.61307,Entire home/apt,125,3,2,2018-09-17,0.06,1,0
669662,Center of The Plateau Mont-Royal,3391044,Yann,,Le Plateau-Mont-Royal,45.52037,-73.57647,Entire home/apt,149,1,57,2016-07-31,0.74,1,0
671664,Plateau Mont-Royal-En face du parc Lafontaine,3405040,Ann,,Le Plateau-Mont-Royal,45.52311,-73.57204,Entire home/apt,150,5,23,2019-08-22,0.29,1,137
674339,ANNUEL-HOMA (Phone number hidden by Airbnb) ) + deck,3423809,Delphine,,Mercier-Hochelaga-Maisonneuve,45.54862,-73.53653,Entire home/apt,50,360,0,,,1,365
674610,Stylish & Big: 3BR in Petite Patrie,3425468,Francisco,,Rosemont-La Petite-Patrie,45.54185,-73.5996,Entire home/apt,157,2,9,2019-09-12,0.14,3,0
678502,Great house in the Mile End-Plateau,3405460,Sakina,,Le Plateau-Mont-Royal,45.52302,-73.59776,Entire home/apt,251,7,0,,,1,5
680378,Haven of peace downtown Montreal,2812835,Géraldine,,Ville-Marie,45.52437,-73.5598,Entire home/apt,89,30,59,2017-08-11,0.66,1,0
681878,Fabulous apartment in the Mile-End,164918,Isabelle & Thierry,,Le Plateau-Mont-Royal,45.52478,-73.59794,Entire home/apt,101,4,4,2016-03-26,0.05,1,0
682063,Beautiful and cozy room in Montreal,926590,Isaumir,,Le Sud-Ouest,45.47773,-73.58666,Private room,37,1,23,2019-08-28,0.36,2,364
682105,Logement entier à louer du 28 déc au 8 janv 2018,1312750,Catherine,,Le Plateau-Mont-Royal,45.52904,-73.58255,Entire home/apt,101,7,1,2014-04-14,0.01,2,0
690169,Family apartment in Plateau/Mile End,3415684,Alex,,Le Plateau-Mont-Royal,45.53222,-73.59006,Entire home/apt,101,2,16,2019-08-26,0.20,1,67
693709,Condo apartment Plateau monthly rent Sept 1 May 31,3540767,Jerome,,Le Plateau-Mont-Royal,45.53553,-73.58415,Entire home/apt,90,30,1,2019-10-24,0.36,1,272
694400,Bel et grand app en plein montréal,3553735,Charlotte,,Rosemont-La Petite-Patrie,45.53627,-73.60077,Entire home/apt,60,2,6,2016-09-01,0.08,1,0
695628,Nice and cozy apartment!,3509637,Noémie,,Villeray-Saint-Michel-Parc-Extension,45.53752,-73.61958,Entire home/apt,110,5,10,2017-08-05,0.11,1,0
695912,Beautiful century old Town House,1277793,Jean-Marc,,Le Sud-Ouest,45.48176,-73.5545,Entire home/apt,150,6,3,2019-09-22,0.03,1,0
697025,Cozy and Quaint with Country Charm,2371100,Brandee,,Le Plateau-Mont-Royal,45.52258,-73.57043,Entire home/apt,125,2,27,2013-06-01,0.30,1,0
697198,"Appt Fully furnished, Montreal, Carré St Louis",3571507,Stephane,,Ville-Marie,45.51471,-73.56747,Entire home/apt,44,30,6,2019-10-11,0.32,1,220
697871,A Bright Big Studio size COMFY Room,3576027,Leila & Bard,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49471,-73.60902,Private room,44,2,12,2018-05-31,0.17,4,247
698020,Apartment in Montreal's Mile End,3577123,Sophie,,Le Plateau-Mont-Royal,45.52088,-73.59793,Entire home/apt,74,2,4,2016-06-13,0.05,1,0
700208,Eco appartment-Metro d'Iberville,1562348,Virginie,,Rosemont-La Petite-Patrie,45.55102,-73.5987,Entire home/apt,81,5,24,2019-10-17,0.28,3,0
